E_over_Qm,I_E_activation,I_Q_activation,V_eft_eV,V_reaction_eV,V_required_eV,V_self_eV,activation_charge,activation_energy_GJ,activation_energy_J,activation_energy_fraction,bound_pass,candidate_pass,eft_pass,f_leak_10m,geometry_pass,m_A_eV,metric_operator_scale_eV,mu_mA_over_mX,omega_activation,payload_f_min,reaction_pass,reaction_ratio,reaction_shape,self_coupling_est,source_A_relerr,source_f_min
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.2125476787598258e-83,3.214127466084456e-07,3.214127466084456e-07,40103.02871199954,1.8598135068465112e-30,1.8598135068465112e-21,1.5300358899145243e-32,True,True,True,0.0,True,1.1393785209125165e-06,148.46930155440285,0.19054409647325168,0.2,1.0,True,1.4232180957837204e-154,1.7223473185401932e-188,12.566370614359172,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,3.871965254103111e-83,3.3128731967113074e-07,3.3128731967113074e-07,40103.028711999556,1.9169514534591177e-30,1.9169514534591177e-21,1.5770422745178613e-32,True,True,True,0.0,True,1.1743829710145246e-06,150.73271580046693,0.19639806966548662,0.2,1.0,True,1.3660081059907696e-153,1.756248583455647e-187,12.566370614359169,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.323962636957137e-82,3.414652633816799e-07,3.414652633816799e-07,40103.028711999556,1.9758448152953954e-30,1.9758448152953952e-21,1.6254928083781164e-32,True,True,True,0.0,True,1.2104628420626495e-06,153.03063579280754,0.20243189100190292,0.2,1.0,True,1.503344101117088e-152,2.053404656586174e-186,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,4.8648152234618375e-82,3.519558980164633e-07,3.519558980164633e-07,40103.028711999556,2.0365475229354574e-30,2.0365475229354574e-21,1.675431859235837e-32,True,True,True,0.0,True,1.2476511735763788e-06,155.36358757146706,0.20865108585029815,0.2,1.0,True,1.9105403048707613e-151,2.772399315862565e-185,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.9279461848596712e-81,3.627688301931713e-07,3.627688301931713e-07,40103.02871199954,2.09911516383663e-30,2.09911516383663e-21,1.7269051579153367e-32,True,True,True,0.0,True,1.2859820201287514e-06,157.7321051959676,0.21506134933106594,0.2,1.0,True,2.824423948521737e-150,4.354245367805291e-184,12.566370614359172,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,8.27196863670181e-81,3.7391396166790783e-07,3.7391396166790783e-07,40103.028711999556,2.1636050332366963e-30,2.1636050332366962e-21,1.7799598402019006e-32,True,True,True,0.0,True,1.3254904825312413e-06,160.13673086756756,0.22166855153240345,0.2,1.0,True,4.894117533783129e-149,8.015688698366249e-183,12.566370614359169,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,3.857536377420822e-80,3.8540149840255344e-07,3.8540149840255344e-07,40103.02871199955,2.2300761866210274e-30,2.2300761866210276e-21,1.8346444900055723e-32,True,True,True,0.0,True,1.3662127399767237e-06,162.5780150533827,0.2284787428857442,0.2,1.0,True,1.0018282244097557e-147,1.7431836531002917e-181,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.9631440402108788e-79,3.9724195991069805e-07,3.9724195991069805e-07,40103.02871199954,2.2985894938016236e-30,2.2985894938016236e-21,1.89100918385103e-32,True,True,True,0.0,True,1.4081860831699427e-06,165.056516612399,0.2354981597063354,0.2,1.0,True,2.442272390942525e-146,4.514684604631679e-180,12.566370614359172,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.0948084275170318e-78,4.094461888907052e-07,4.094461888907052e-07,40103.02871199955,2.3692076946575962e-30,2.369207694657596e-21,1.949105536734302e-32,True,True,True,0.0,True,1.4514489484758355e-06,167.57280292340673,0.24273322990403684,0.2,1.0,True,7.149614035604644e-145,1.4041042301962895e-178,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,6.719175138715903e-78,4.220253611547245e-07,4.220253611547245e-07,40103.02871199955,2.441995456588123e-30,2.4419954565881228e-21,2.0089867493883033e-32,True,True,True,0.0,True,1.4960409531169653e-06,170.12745001488472,0.2501905788695678,0.2,1.0,True,2.534864926120458e-143,5.288773971625871e-177,12.56637061435917,0.0,1.0
