index,reference_equivalent_energy_j,reference_equivalent_energy_mj,band,susceptibility_gain,amplitude_response_gain,z1,z2,g1,g2,rho,productive_participation,cancellation_tax,scaffold_tax,total_tax,kinetic_min_eigenvalue,kinetic_condition_number,distance_from_unit_template,positive_hamiltonian,physical_model,complete_energy_prediction,certification_eligible
674621,9312456.726460587,9.312456726460587,TARGET_LT_10MJ,8.146027230658087,2.8541245997079536,0.7092149621430279,0.8429535188175294,1.26148287858814,1.501258958131075,-0.3969916068017483,0.8440479282289743,1.0257825646549463,1.172411487685824,1.4248471235427667,0.461931838092239,2.3601677844310416,0.5785839143495423,True,False,False,False
1038007,9356990.666251203,9.356990666251203,TARGET_LT_10MJ,7.1915029521006035,2.681697774190933,1.1660267202356303,0.7202850863195239,1.3528104471042752,1.701795251108706,-0.23777406848967075,0.897923722397536,1.0666624084115028,1.0639628391594613,1.26390375504048,0.6314592375911838,1.987226560737054,0.5813895923783319,True,False,False,False
467437,8060855.238142387,8.060855238142388,TARGET_LT_10MJ,7.4377208833772,2.727218525050239,0.7921887928948864,0.7597113638670534,1.8504410535097122,1.2512494060210884,-0.14900151453912258,0.9774490757845342,1.0247856518253684,1.074088946667908,1.1261056648358148,0.6592226073168176,1.3541367355080827,0.5872086291673747,True,False,False,False
400202,9472140.571837766,9.472140571837766,TARGET_LT_10MJ,6.454087250732923,2.5404895691053175,0.929302312672619,1.0360006941468396,2.144864594563842,1.0017319694161415,-0.10570747219026089,0.9736224077641964,1.0725227426737547,1.042377820688449,1.1482623142521502,0.8660150624935683,1.2693635387364344,0.6074286775281121,True,False,False,False
806653,9945738.770414691,9.94573877041469,TARGET_LT_10MJ,6.18370801906479,2.4867062591035536,0.723679643725257,0.9034372052399646,1.728473144583404,1.5228456649929285,0.08552473597228527,0.9035849212668836,1.0332974744960666,1.010154434955423,1.155165388358827,0.7001547381114762,1.323938924349831,0.6100303501838477,True,False,False,False
818101,9529148.368571775,9.529148368571775,TARGET_LT_10MJ,7.454438579565875,2.7302817765875145,0.9347205251997353,0.9384225754046042,0.9972567269578576,1.98515464970842,-0.32826428674161434,0.9696975904516876,1.1541091809049249,1.1210283484387673,1.3342191645389323,0.6291235866078666,1.9773849534143622,0.6210838757062279,True,False,False,False
574909,8282208.91710608,8.28220891710608,TARGET_LT_10MJ,8.730156861634399,2.954683885229416,0.7185681087776017,0.7540545383434333,1.4810942714102566,1.1883483682759106,-0.44082563929259777,0.9702968769706786,1.0471283253282309,1.2584358999860206,1.3580831885178866,0.41133592911443095,2.58009729490798,0.6231675468071003,True,False,False,False
317410,8553194.519808633,8.553194519808633,TARGET_LT_10MJ,7.56326695892194,2.7501394435413524,0.7614031290279737,1.0302690293373993,2.0220243157818913,1.1100561725907028,-0.15904655121266842,0.9925435804761946,1.1412742221727967,1.0567092290560383,1.2150549630023733,0.7011170142195471,1.5554538287161443,0.6277097919580434,True,False,False,False
349890,8165945.620361344,8.165945620361343,TARGET_LT_10MJ,8.17788110650753,2.8596994783556418,0.7075281776148314,1.1479236124584438,1.71712492313236,1.2750747678801417,-0.3396953959017992,0.979993024840951,1.039108756929636,1.1829527559950532,1.254311547766377,0.5506213358300023,2.369741906706869,0.6355891117384344,True,False,False,False
719623,9436527.885061238,9.436527885061238,TARGET_LT_10MJ,7.0379263286857725,2.652909031362699,1.0128736569582044,0.5644445536321322,1.3934161649085581,1.4523095237091184,-0.20392170175909996,0.9098262833431363,1.1193932993337512,1.013890058377046,1.2474268532208734,0.5165447345641743,2.053594597031701,0.6399823539554925,True,False,False,False
976850,9299305.31410791,9.29930531410791,TARGET_LT_10MJ,7.391464990759641,2.7187248832420763,0.7724317876776512,1.1437820509287986,1.2832734612748027,1.8352409261278808,-0.3152951756492257,0.9718052567914128,1.1088966727256775,1.131429086565136,1.2910384470027887,0.6083866304769904,2.1496646090070883,0.6417515245098302,True,False,False,False
38503,7580553.48252265,7.5805534825226495,TARGET_LT_10MJ,9.143870697554998,3.0238833802835385,1.047246145469283,0.9491483410495559,1.2130200928077102,1.7730908766388893,-0.498757803812623,0.8874996532686055,1.1437102248892188,1.0102789992151686,1.301934504580058,0.49852677084874764,3.004588325557631,0.6512988723386376,True,False,False,False
921962,9810289.663384207,9.810289663384207,TARGET_LT_10MJ,7.285050884241485,2.6990833414775257,0.991464498476391,1.0197185893099432,1.7320176744833589,1.6956568202003837,-0.1977044427767396,0.920856308657676,1.155069694854319,1.0701785531619372,1.3423710118707797,0.8062999100602877,1.4943362422500537,0.652296963815526,True,False,False,False
261608,9834762.276729682,9.834762276729682,TARGET_LT_10MJ,7.645287572679064,2.7650113151086857,1.1034863264905441,1.1050556710139956,1.348663302604109,1.7741886172443628,-0.41811009123921394,0.8519071810878813,1.106476541608572,1.0873413539975785,1.4122638329951007,0.6425636004981958,2.4370792179827823,0.6556221459595082,True,False,False,False
500090,8512356.304138044,8.512356304138043,TARGET_LT_10MJ,6.852557130069141,2.6177389346665456,0.9129649490566012,1.228582905687023,1.1679729698225856,1.9875042880885303,-0.32439029682427645,0.9937819046899676,1.0315596982836723,1.0554977737445546,1.095621644834335,0.6927075530605122,2.0915612877062815,0.6557336686846339,True,False,False,False
31602,9577353.862817777,9.577353862817777,TARGET_LT_10MJ,6.541074009325716,2.557552347328538,0.8323656483478393,1.5128235219875583,1.5991489072330296,1.3378006285056472,-0.3676254488527775,0.968092352617532,1.0215348368510604,1.1151065055611682,1.176664746033812,0.6378631555865584,2.676633694540387,0.6586680816411182,True,False,False,False
