radius_m,radius_mpc,attractive_acceleration_m_s2,lambda_acceleration_m_s2,net_acceleration_m_s2
4.545222698726460490e+21,1.473006358794513859e-01,-6.424131660769506414e-12,1.485471900412100966e-14,-6.409276941765385282e-12
4.555705766734955807e+21,1.476403689763690630e-01,-6.394600725414416527e-12,1.488897981814249214e-14,-6.379711745596273672e-12
4.566213012813957300e+21,1.479808856311883025e-01,-6.365205540101352109e-12,1.492331965105198837e-14,-6.350282220450299786e-12
4.576744492727586521e+21,1.483221876511011950e-01,-6.335945480804234765e-12,1.495773868509807375e-14,-6.320987742119136499e-12
4.587300262368580207e+21,1.486642768474679688e-01,-6.306819926365551535e-12,1.499223710294966349e-14,-6.291827689262602067e-12
4.597880377758584930e+21,1.490071550358265662e-01,-6.277828258483177347e-12,1.502681508769697501e-14,-6.262801443395480161e-12
4.608484895048461189e+21,1.493508240359024131e-01,-6.248969861697226567e-12,1.506147282285252503e-14,-6.233908388874373834e-12
4.619113870518563373e+21,1.496952856716176061e-01,-6.220244123377042676e-12,1.509621049235204158e-14,-6.205147912884690357e-12
4.629767360579061154e+21,1.500405417711012379e-01,-6.191650433708122512e-12,1.513102828055551780e-14,-6.176519405427567073e-12
4.640445421770225746e+21,1.503865941666986950e-01,-6.163188185679214194e-12,1.516592637224814290e-14,-6.148022259306966093e-12
4.651148110762727703e+21,1.507334446949813445e-01,-6.134856775069434431e-12,1.520090495264128030e-14,-6.119655870116793214e-12
4.661875484357946769e+21,1.510810951967565263e-01,-6.106655600435414098e-12,1.523596420737347421e-14,-6.091419636228040274e-12
4.672627599488270729e+21,1.514295475170772676e-01,-6.078584063098540760e-12,1.527110432251143730e-14,-6.063312958776029282e-12
4.683404513217391100e+21,1.517788035052518858e-01,-6.050641567132267419e-12,1.530632548455099733e-14,-6.035335241647716323e-12
4.694206282740611416e+21,1.521288650148539257e-01,-6.022827519349441469e-12,1.534162788041812898e-14,-6.007485891469022939e-12
4.705032965385153413e+21,1.524797339037321231e-01,-5.995141329289713619e-12,1.537701169746993834e-14,-5.979764317592243428e-12
4.715884618610454823e+21,1.528314120340200088e-01,-5.967582409207013856e-12,1.541247712349563797e-14,-5.952169932083518391e-12
4.726761300008479228e+21,1.531839012721460114e-01,-5.940150174057061346e-12,1.544802434671756606e-14,-5.924702149710343824e-12
4.737663067304018051e+21,1.535372034888432546e-01,-5.912844041484959145e-12,1.548365355579216782e-14,-5.897360387929166633e-12
4.748589978354999886e+21,1.538913205591594946e-01,-5.885663431812816381e-12,1.551936493981100520e-14,-5.870144066873005206e-12
4.759542091152795632e+21,1.542462543624670557e-01,-5.858607768027454442e-12,1.555515868830176031e-14,-5.843052609339152363e-12
4.770519463822530445e+21,1.546020067824729338e-01,-5.831676475768144667e-12,1.559103499122925467e-14,-5.816085440776915479e-12
4.781522154623383634e+21,1.549585797072285942e-01,-5.804868983314434904e-12,1.562699403899641786e-14,-5.789241989275438186e-12
4.792550221948905325e+21,1.553159750291400742e-01,-5.778184721573993824e-12,1.566303602244533838e-14,-5.762521685551548735e-12
4.803603724327326843e+21,1.556741946449781977e-01,-5.751623124070533607e-12,1.569916113285826382e-14,-5.735923962937675403e-12
4.814682720421863752e+21,1.560332404558882891e-01,-5.725183626931796430e-12,1.573536956195860754e-14,-5.709448257369837835e-12
4.825787269031033569e+21,1.563931143674005542e-01,-5.698865668877573277e-12,1.577166150191196465e-14,-5.683094007375661003e-12
4.836917429088968245e+21,1.567538182894401277e-01,-5.672668691207784943e-12,1.580803714532715651e-14,-5.656860654062457828e-12
4.848073259665725587e+21,1.571153541363371764e-01,-5.646592137790624432e-12,1.584449668525723413e-14,-5.630747641105367536e-12
4.859254819967596495e+21,1.574777238268369461e-01,-5.620635455050770443e-12,1.588104031520048480e-14,-5.604754414735569955e-12
4.870462169337432113e+21,1.578409292841102263e-01,-5.594798091957598427e-12,1.591766822910150802e-14,-5.578880423728496571e-12
4.881695367254945825e+21,1.582049724357633136e-01,-5.569079500013516859e-12,1.595438062135218747e-14,-5.553125119392164378e-12
4.892954473337038307e+21,1.585698552138483375e-01,-5.543479133242301892e-12,1.599117768679277325e-14,-5.527487955555508911e-12
4.904239547338107912e+21,1.589355795548734740e-01,-5.517996448177520056e-12,1.602805962071288220e-14,-5.501968388556806950e-12
4.915550649150369432e+21,1.593021473998132154e-01,-5.492630903850985696e-12,1.606502661885253601e-14,-5.476565877232133151e-12
4.926887838804177060e+21,1.596695606941188617e-01,-5.467381961781268497e-12,1.610207887740324359e-14,-5.451279882903865143e-12
4.938251176468334772e+21,1.600378213877284850e-01,-5.442249085962275318e-12,1.613921659300896971e-14,-5.426109869369266175e-12
4.949640722450416140e+21,1.604069314350775322e-01,-5.417231742851879691e-12,1.617643996276723002e-14,-5.401055302889112187e-12
4.961056537197097779e+21,1.607768927951093163e-01,-5.392329401360552935e-12,1.621374918423014806e-14,-5.376115652176322926e-12
4.972498681294459240e+21,1.611477074312850088e-01,-5.367541532840148748e-12,1.625114445540543666e-14,-5.351290388384743308e-12
4.983967215468323799e+21,1.615193773115944642e-01,-5.342867611072627220e-12,1.628862597475753701e-14,-5.326578985097869853e-12
4.995462200584566735e+21,1.618919044085663783e-01,-5.318307112258925050e-12,1.632619394120859370e-14,-5.301980918317716055e-12
5.006983697649445634e+21,1.622652906992788913e-01,-5.293859515007808804e-12,1.636384855413956230e-14,-5.277495666453668873e-12
5.018531767809924399e+21,1.626395381653701899e-01,-5.269524300324815414e-12,1.640159001339123803e-14,-5.253122710311424378e-12
5.030106472353992016e+21,1.630146487930487220e-01,-5.245300951601241950e-12,1.643941851926533490e-14,-5.228861533081976726e-12
5.041707872710994952e+21,1.633906245731039930e-01,-5.221188954603162860e-12,1.647733427252553650e-14,-5.204711620330637005e-12
5.053336030451958022e+21,1.637674675009170577e-01,-5.197187797460528795e-12,1.651533747439857198e-14,-5.180672459986130450e-12
5.064991007289915736e+21,1.641451795764711230e-01,-5.173296970656286438e-12,1.655342832657527947e-14,-5.156743542329711423e-12
5.076672865080231068e+21,1.645237628043620115e-01,-5.149515967015582342e-12,1.659160703121165679e-14,-5.132924359984370483e-12
5.088381665820938338e+21,1.649032191938091529e-01,-5.125844281694962731e-12,1.662987379092998170e-14,-5.109214407904032570e-12
5.100117471653054644e+21,1.652835507586657704e-01,-5.102281412171698510e-12,1.666822880881983420e-14,-5.085613183362878783e-12
5.111880344860926935e+21,1.656647595174300935e-01,-5.078826858233074724e-12,1.670667228843921675e-14,-5.062120185944635845e-12
5.123670347872547635e+21,1.660468474932555727e-01,-5.055480121965806854e-12,1.674520443381560188e-14,-5.038734917531991583e-12
5.135487543259895431e+21,1.664298167139619256e-01,-5.032240707745453868e-12,1.678382544944703025e-14,-5.015456882296007179e-12
5.147331993739266621e+21,1.668136692120458786e-01,-5.009108122225887830e-12,1.682253554030321508e-14,-4.992285586685584347e-12
5.159203762171603321e+21,1.671984070246918253e-01,-4.986081874328844278e-12,1.686133491182658662e-14,-4.969220539417017335e-12
5.171102911562826908e+21,1.675840321937826505e-01,-4.963161475233483917e-12,1.690022376993340913e-14,-4.946261251463550574e-12
5.183029505064183005e+21,1.679705467659108331e-01,-4.940346438366002778e-12,1.693920232101489164e-14,-4.923407236044988032e-12
5.194983605972562346e+21,1.683579527923888541e-01,-4.917636279389330428e-12,1.697827077193824183e-14,-4.900658008617392228e-12
5.206965277730843656e+21,1.687462523292604377e-01,-4.895030516192830601e-12,1.701742933004777996e-14,-4.878013086862782442e-12
5.218974583928233394e+21,1.691354474373114036e-01,-4.872528668882064028e-12,1.705667820316606527e-14,-4.855471990678898357e-12
5.231011588300595003e+21,1.695255401820804364e-01,-4.850130259768615088e-12,1.709601759959495947e-14,-4.833034242169020239e-12
5.243076354730798088e+21,1.699165326338702708e-01,-4.827834813359932188e-12,1.713544772811676894e-14,-4.810699365631815785e-12
5.255168947249043472e+21,1.703084268677584889e-01,-4.805641856349254575e-12,1.717496879799530498e-14,-4.788466887551259664e-12
5.267289430033216569e+21,1.707012249636086221e-01,-4.783550917605547230e-12,1.721458101897704500e-14,-4.766336336586570027e-12
5.279437867409221878e+21,1.710949290060813088e-01,-4.761561528163505229e-12,1.725428460129222749e-14,-4.744307243562212866e-12
5.291614323851320623e+21,1.714895410846450641e-01,-4.739673221213605769e-12,1.729407975565594378e-14,-4.722379141457950002e-12
5.303818863982478885e+21,1.718850632935875755e-01,-4.717885532092188457e-12,1.733396669326929294e-14,-4.700551565398919375e-12
5.316051552574712578e+21,1.722814977320269170e-01,-4.696197998271587308e-12,1.737394562582048933e-14,-4.678824052645767042e-12
5.328312454549424046e+21,1.726788465039224285e-01,-4.674610159350323322e-12,1.741401676548597648e-14,-4.657196142584837330e-12
5.340601634977745994e+21,1.730771117180859298e-01,-4.653121557043333414e-12,1.745418032493154728e-14,-4.635667376718401762e-12
5.352919159080898003e+21,1.734762954881932107e-01,-4.631731735172221959e-12,1.749443651731351464e-14,-4.614237298654908189e-12
5.365265092230522077e+21,1.738763999327948839e-01,-4.610440239655593123e-12,1.753478555627979065e-14,-4.592905454099313108e-12
5.377639499949029720e+21,1.742774271753276816e-01,-4.589246618499413071e-12,1.757522765597104779e-14,-4.571671390843442266e-12
5.390042447909960548e+21,1.746793793441260845e-01,-4.568150421787395615e-12,1.761576303102186750e-14,-4.550534658756373876e-12
5.402474001938313642e+21,1.750822585724330360e-01,-4.547151201671480746e-12,1.765639189656182567e-14,-4.529494809774918772e-12
5.414934228010915594e+21,1.754860669984118771e-01,-4.526248512362290558e-12,1.769711446821671694e-14,-4.508551397894073901e-12
5.427423192256756056e+21,1.758908067651571705e-01,-4.505441910119699868e-12,1.773793096210962440e-14,-4.487703979157590528e-12
5.439940960957342155e+21,1.762964800207063032e-01,-4.484730953243402807e-12,1.777884159486209341e-14,-4.466952111648540821e-12
5.452487600547059204e+21,1.767030889180510878e-01,-4.464115202063522219e-12,1.781984658359530858e-14,-4.446295355479927255e-12
5.465063177613510443e+21,1.771106356151487538e-01,-4.443594218931300646e-12,1.786094614593119820e-14,-4.425733272785369552e-12
5.477667758897876697e+21,1.775191222749336883e-01,-4.423167568209794548e-12,1.790214049999361116e-14,-4.405265427709801332e-12
5.490301411295276040e+21,1.779285510653289826e-01,-4.402834816264622644e-12,1.794342986440950349e-14,-4.384891386400212790e-12
5.502964201855103533e+21,1.783389241592576169e-01,-4.382595531454778063e-12,1.798481445831003635e-14,-4.364610716996467705e-12
5.515656197781404516e+21,1.787502437346542850e-01,-4.362449284123446163e-12,1.802629450133179726e-14,-4.344422989622113978e-12
5.528377466433219592e+21,1.791625119744768846e-01,-4.342395646588892612e-12,1.806787021361792658e-14,-4.324327776375274950e-12
5.541128075324944286e+21,1.795757310667179529e-01,-4.322434193135388637e-12,1.810954181581930708e-14,-4.304324651319568999e-12
5.553908092126694998e+21,1.799899032044166014e-01,-4.302564500004155662e-12,1.815130952909574412e-14,-4.284413190475059823e-12
5.566717584664655036e+21,1.804050305856697289e-01,-4.282786145384393139e-12,1.819317357511709527e-14,-4.264592971809276205e-12
5.579556620921443713e+21,1.808211154136439847e-01,-4.263098709404311236e-12,1.823513417606449462e-14,-4.244863575228247114e-12
5.592425269036477055e+21,1.812381598965874807e-01,-4.243501774122211179e-12,1.827719155463151085e-14,-4.225224582567579630e-12
5.605323597306326417e+21,1.816561662478412831e-01,-4.223994923517623754e-12,1.831934593402533051e-14,-4.205675577583598253e-12
5.618251674185079194e+21,1.820751366858513465e-01,-4.204577743482480130e-12,1.836159753796793816e-14,-4.186216145944512491e-12
5.631209568284708962e+21,1.824950734341802827e-01,-4.185249821812305285e-12,1.840394659069732487e-14,-4.166845875221607869e-12
5.644197348375433052e+21,1.829159787215190458e-01,-4.166010748197483341e-12,1.844639331696864317e-14,-4.147564354880514487e-12
5.657215083386077446e+21,1.833378547816987558e-01,-4.146860114214541469e-12,1.848893794205541871e-14,-4.128371176272486085e-12
5.670262842404452172e+21,1.837607038537028559e-01,-4.127797513317470953e-12,1.853158069175077772e-14,-4.109265932625720298e-12
5.683340694677702574e+21,1.841845281816784918e-01,-4.108822540829115306e-12,1.857432179236856722e-14,-4.090248219036746770e-12
5.696448709612692046e+21,1.846093300149489191e-01,-4.089934793932559188e-12,1.861716147074464555e-14,-4.071317632461814457e-12
5.709586956776360641e+21,1.850351116080250768e-01,-4.071133871662590838e-12,1.866009995423802155e-14,-4.052473771708352444e-12
5.722755505896093123e+21,1.854618752206176890e-01,-4.052419374897189544e-12,1.870313747073207564e-14,-4.033716237426457414e-12
5.735954426860101698e+21,1.858896231176494218e-01,-4.033790906349039771e-12,1.874627424863580631e-14,-4.015044632100403741e-12
5.749183789717780431e+21,1.863183575692665128e-01,-4.015248070557115571e-12,1.878951051688497861e-14,-3.996458560040230315e-12
5.762443664680086929e+21,1.867480808508511503e-01,-3.996790473878272254e-12,1.883284650494339269e-14,-3.977957627373328991e-12
5.775734122119916683e+21,1.871787952430335744e-01,-3.978417724478891385e-12,1.887628244280408920e-14,-3.959541442036087157e-12
5.789055232572466921e+21,1.876105030317038458e-01,-3.960129432326568584e-12,1.891981856099053882e-14,-3.941209613765577960e-12
5.802407066735620391e+21,1.880432065080242798e-01,-3.941925209181830413e-12,1.896345509055791398e-14,-3.922961754091272345e-12
5.815789695470317601e+21,1.884769079684415483e-01,-3.923804668589885996e-12,1.900719226309427526e-14,-3.904797476326791481e-12
5.829203189800926970e+21,1.889116097146987527e-01,-3.905767425872439221e-12,1.905103031072182095e-14,-3.886716395561717353e-12
5.842647620915631751e+21,1.893473140538477206e-01,-3.887813098119505794e-12,1.909496946609811769e-14,-3.868718128653407386e-12
5.856123060166804374e+21,1.897840232982613839e-01,-3.869941304181288450e-12,1.913900996241732794e-14,-3.850802294218871277e-12
5.869629579071377637e+21,1.902217397656456865e-01,-3.852151664660096594e-12,1.918315203341145320e-14,-3.832968512626684976e-12
5.883167249311238980e+21,1.906604657790523794e-01,-3.834443801902273212e-12,1.922739591335158043e-14,-3.815216405988921644e-12
5.896736142733594329e+21,1.911002036668908444e-01,-3.816817339990197714e-12,1.927174183704910004e-14,-3.797545598153148832e-12
5.910336331351359226e+21,1.915409557629407511e-01,-3.799271904734294437e-12,1.931619003985697124e-14,-3.779955714694437797e-12
5.923967887343545745e+21,1.919827244063645189e-01,-3.781807123665081523e-12,1.936074075767099998e-14,-3.762446382907410766e-12
5.937630883055630549e+21,1.924255119417194460e-01,-3.764422626025286865e-12,1.940539422693101908e-14,-3.745017231798356070e-12
5.951325390999950197e+21,1.928693207189702830e-01,-3.747118042761956763e-12,1.945015068462220722e-14,-3.727667892077334379e-12
5.965051483856089121e+21,1.933141530935019170e-01,-3.729893006518621140e-12,1.949501036827632902e-14,-3.710397996150344726e-12
5.978809234471249773e+21,1.937600114261314455e-01,-3.712747151627515295e-12,1.953997351597297516e-14,-3.693207178111542218e-12
5.992598715860653179e+21,1.942068980831210268e-01,-3.695680114101796810e-12,1.958504036634084657e-14,-3.676095073735455758e-12
6.006420001207924818e+21,1.946548154361904259e-01,-3.678691531627824665e-12,1.963021115855901670e-14,-3.659061320469265535e-12
6.020273163865476301e+21,1.951037658625293658e-01,-3.661781043557471461e-12,1.967548613235820310e-14,-3.642105557425113637e-12
6.034158277354900685e+21,1.955537517448104889e-01,-3.644948290900462308e-12,1.972086552802203278e-14,-3.625227425372440111e-12
6.048075415367361495e+21,1.960047754712017087e-01,-3.628192916316756120e-12,1.976634958638832646e-14,-3.608426566730367895e-12
6.062024651763977552e+21,1.964568394353788938e-01,-3.611514564108964878e-12,1.981193854885035445e-14,-3.591702625560114400e-12
6.076006060576230867e+21,1.969099460365389409e-01,-3.594912880214785406e-12,1.985763265735816193e-14,-3.575055247557427336e-12
6.090019716006338888e+21,1.973640976794119595e-01,-3.578387512199507902e-12,1.990343215441980589e-14,-3.558484080045087979e-12
6.104065692427661345e+21,1.978192967742744279e-01,-3.561938109248515972e-12,1.994933728310265517e-14,-3.541988771965413238e-12
6.118144064385096614e+21,1.982755457369619334e-01,-3.545564322159840392e-12,1.999534828703471889e-14,-3.525568973872805771e-12
6.132254906595468640e+21,1.987328469888818283e-01,-3.529265803336755275e-12,2.004146541040587710e-14,-3.509224337926349350e-12
6.146398293947925398e+21,1.991912029570261644e-01,-3.513042206780395645e-12,2.008768889796921864e-14,-3.492954517882426436e-12
6.160574301504345735e+21,1.996506160739847102e-01,-3.496893188082402480e-12,2.013401899504233177e-14,-3.476759169087359984e-12
6.174783004499726303e+21,2.001110887779576353e-01,-3.480818404417623079e-12,2.018045594750860420e-14,-3.460637948470114626e-12
6.189024478342584205e+21,2.005726235127686108e-01,-3.464817514536833254e-12,2.022700000181852310e-14,-3.444590514535014819e-12
6.203298798615360700e+21,2.010352227278777160e-01,-3.448890178759482932e-12,2.027365140499098464e-14,-3.428616527354492064e-12
6.217606041074816516e+21,2.014988888783943444e-01,-3.433036058966498317e-12,2.032041040461460981e-14,-3.412715648561883836e-12
6.231946281652442890e+21,2.019636244250905821e-01,-3.417254818593087674e-12,2.036727724884906969e-14,-3.396887541344238563e-12
6.246319596454853738e+21,2.024294318344137533e-01,-3.401546122621612962e-12,2.041425218642636342e-14,-3.381131870435186447e-12
6.260726061764194599e+21,2.028963135784998539e-01,-3.385909637574471551e-12,2.046133546665218133e-14,-3.365448302107819568e-12
6.275165754038553674e+21,2.033642721351867910e-01,-3.370345031507007835e-12,2.050852733940721448e-14,-3.349836504167600671e-12
6.289638749912355045e+21,2.038333099880270671e-01,-3.354851974000482201e-12,2.055582805514845784e-14,-3.334296145945333746e-12
6.304145126196771815e+21,2.043034296263013250e-01,-3.339430136155048871e-12,2.060323786491057027e-14,-3.318826898290138241e-12
6.318684959880139244e+21,2.047746335450315591e-01,-3.324079190582768094e-12,2.065075702030720301e-14,-3.303428433562460843e-12
6.333258328128355303e+21,2.052469242449941889e-01,-3.308798811400664766e-12,2.069838577353231545e-14,-3.288100425627132492e-12
6.347865308285288579e+21,2.057203042327333253e-01,-3.293588674223811303e-12,2.074612437736152253e-14,-3.272842549846449626e-12
6.362505977873199792e+21,2.061947760205743441e-01,-3.278448456158430690e-12,2.079397308515344841e-14,-3.257654483073277241e-12
6.377180414593141309e+21,2.066703421266368190e-01,-3.263377835795053266e-12,2.084193215085106125e-14,-3.242535903644202038e-12
6.391888696325379719e+21,2.071470050748483172e-01,-3.248376493201685210e-12,2.089000182898301739e-14,-3.227486491372702113e-12
6.406630901129798484e+21,2.076247673949574157e-01,-3.233444109917023478e-12,2.093818237466501508e-14,-3.212505927542358274e-12
6.421407107246319469e+21,2.081036316225472194e-01,-3.218580368943691747e-12,2.098647404360114813e-14,-3.197593894900090775e-12
6.436217393095320273e+21,2.085836002990491544e-01,-3.203784954741508259e-12,2.103487709208527538e-14,-3.182750077649423138e-12
6.451061837278043177e+21,2.090646759717559588e-01,-3.189057553220792448e-12,2.108339177700236494e-14,-3.167974161443789979e-12
6.465940518577012474e+21,2.095468611938353931e-01,-3.174397851735699025e-12,2.113201835582984152e-14,-3.153265833379869079e-12
6.480853515956464386e+21,2.100301585243440627e-01,-3.159805539077567816e-12,2.118075708663900643e-14,-3.138624781990928800e-12
6.495800908562751816e+21,2.105145705282405744e-01,-3.145280305468332576e-12,2.122960822809636285e-14,-3.124050697240236086e-12
6.510782775724770066e+21,2.110000997763993302e-01,-3.130821842553938270e-12,2.127857203946499472e-14,-3.109543270514473348e-12
6.525799196954382565e+21,2.114867488456243227e-01,-3.116429843397790686e-12,2.132764878060595205e-14,-3.095102194617184835e-12
6.540850251946830856e+21,2.119745203186624849e-01,-3.102104002474252072e-12,2.137683871197961717e-14,-3.080727163762272282e-12
6.555936020581173953e+21,2.124634167842177623e-01,-3.087844015662140423e-12,2.142614209464712785e-14,-3.066417873567493380e-12
6.571056582920696234e+21,2.129534408369645193e-01,-3.073649580238286111e-12,2.147555919027168683e-14,-3.052174021048014377e-12
6.586212019213340508e+21,2.134445950775614720e-01,-3.059520394871101046e-12,2.152509026112002592e-14,-3.037995304609980843e-12
6.601402409892136878e+21,2.139368821126655940e-01,-3.045456159614175694e-12,2.157473557006375969e-14,-3.023881424044111872e-12
6.616627835575623221e+21,2.144303045549457443e-01,-3.031456575899920940e-12,2.162449538058078651e-14,-3.009832080519340318e-12
6.631888377068271960e+21,2.149248650230965729e-01,-3.017521346533226904e-12,2.167436995675667374e-14,-2.995846976576470410e-12
6.647184115360928367e+21,2.154205661418525930e-01,-3.003650175685148824e-12,2.172435956328611245e-14,-2.981925816121862822e-12
6.662515131631231042e+21,2.159174105420019196e-01,-2.989842768886633328e-12,2.177446446547423952e-14,-2.968068304421158924e-12
6.677881507244044976e+21,2.164154008604002311e-01,-2.976098833022265303e-12,2.182468492923811437e-14,-2.954274148093027252e-12
6.693283323751899857e+21,2.169145397399850073e-01,-2.962418076324040615e-12,2.187502122110810739e-14,-2.940543055102932586e-12
6.708720662895409496e+21,2.174148298297891579e-01,-2.948800208365183256e-12,2.192547360822929463e-14,-2.926874734756953914e-12
6.724193606603722719e+21,2.179162737849555387e-01,-2.935244940053965725e-12,2.197604235836291878e-14,-2.913268897695602784e-12
6.739702236994940699e+21,2.184188742667506344e-01,-2.921751983627584741e-12,2.202672773988775859e-14,-2.899725255887697004e-12
6.755246636376564695e+21,2.189226339425787982e-01,-2.908321052646046242e-12,2.207753002180158991e-14,-2.886243522624244832e-12
6.770826887245932265e+21,2.194275554859967392e-01,-2.894951861986081494e-12,2.212844947372262138e-14,-2.872823412512359062e-12
6.786443072290648228e+21,2.199336415767272068e-01,-2.881644127835100749e-12,2.217948636589087332e-14,-2.859464641469209879e-12
6.802095274389027160e+21,2.204408949006734508e-01,-2.868397567685167515e-12,2.223064096916967350e-14,-2.846166926715997914e-12
6.817783576610537996e+21,2.209493181499336267e-01,-2.855211900326994628e-12,2.228191355504705177e-14,-2.832929986771947491e-12
6.833508062216237089e+21,2.214589140228147568e-01,-2.842086845843981119e-12,2.233330439563720737e-14,-2.819753541448343896e-12
6.849268814659211756e+21,2.219696852238472740e-01,-2.829022125606271297e-12,2.238481376368192572e-14,-2.806637311842589229e-12
6.865065917585029071e+21,2.224816344637993992e-01,-2.816017462264829987e-12,2.243644193255205203e-14,-2.793581020332278049e-12
6.880899454832172073e+21,2.229947644596912693e-01,-2.803072579745565832e-12,2.248818917624893645e-14,-2.780584390569317035e-12
6.896769510432494846e+21,2.235090779348098133e-01,-2.790187203243461462e-12,2.254005576940588247e-14,-2.767647147474055564e-12
6.912676168611651387e+21,2.240245776187226312e-01,-2.777361059216750511e-12,2.259204198728959208e-14,-2.754769017229461112e-12
6.928619513789560127e+21,2.245412662472929255e-01,-2.764593875381098680e-12,2.264414810580164884e-14,-2.741949727275297082e-12
6.944599630580845380e+21,2.250591465626939347e-01,-2.751885380703830029e-12,2.269637440147998514e-14,-2.729189006302349908e-12
6.960616603795284034e+21,2.255782213134233105e-01,-2.739235305398172662e-12,2.274872115150033060e-14,-2.716486584246672315e-12
6.976670518438254346e+21,2.260984932543177728e-01,-2.726643380917533892e-12,2.280118863367766983e-14,-2.703842192283856062e-12
6.992761459711199412e+21,2.266199651465680143e-01,-2.714109339949789144e-12,2.285377712646777600e-14,-2.691255562823321241e-12
7.008889513012061274e+21,2.271426397577328837e-01,-2.701632916411621739e-12,2.290648690896862448e-14,-2.678726429502653250e-12
7.025054763935744393e+21,2.276665198617543462e-01,-2.689213845442865116e-12,2.295931826092189799e-14,-2.666254527181943382e-12
7.041257298274575974e+21,2.281916082389723044e-01,-2.676851863400878158e-12,2.301227146271449803e-14,-2.653839591938163758e-12
7.057497202018745319e+21,2.287179076761390595e-01,-2.664546707854956881e-12,2.306534679537997750e-14,-2.641481361059576992e-12
7.073774561356772540e+21,2.292454209664342712e-01,-2.652298117580756619e-12,2.311854454060008682e-14,-2.629179573040156358e-12
7.090089462675964690e+21,2.297741509094799461e-01,-2.640105832554747324e-12,2.317186498070623492e-14,-2.616933967574041092e-12
7.106441992562867700e+21,2.303041003113548701e-01,-2.627969593948697959e-12,2.322530839868100387e-14,-2.604744285550017144e-12
7.122832237803731943e+21,2.308352719846099577e-01,-2.615889144124176629e-12,2.327887507815963190e-14,-2.592610269046016912e-12
7.139260285384971518e+21,2.313676687482828231e-01,-2.603864226627083035e-12,2.333256530343154698e-14,-2.580531661323651690e-12
7.155726222493621420e+21,2.319012934279129079e-01,-2.591894586182207578e-12,2.338637935944184039e-14,-2.568508206822765930e-12
7.172230136517812552e+21,2.324361488555565791e-01,-2.579979968687803390e-12,2.344031753179283184e-14,-2.556539651156010482e-12
7.188772115047219462e+21,2.329722378698019236e-01,-2.568120121210201582e-12,2.349438010674551465e-14,-2.544625741103456228e-12
7.205352245873532207e+21,2.335095633157838746e-01,-2.556314791978441439e-12,2.354856737122112715e-14,-2.532766224607220236e-12
7.221970616990933451e+21,2.340481280451995882e-01,-2.544563730378911917e-12,2.360287961280267994e-14,-2.520960850766109278e-12
7.238627316596540965e+21,2.345879349163230987e-01,-2.532866686950052925e-12,2.365731711973642948e-14,-2.509209369830316669e-12
7.255322433090898362e+21,2.351289867940208334e-01,-2.521223413377041252e-12,2.371188018093345893e-14,-2.497511533196107790e-12
7.272056055078435422e+21,2.356712865497668508e-01,-2.509633662486527391e-12,2.376656908597120229e-14,-2.485867093400556104e-12
7.288828271367933657e+21,2.362148370616577175e-01,-2.498097188241388917e-12,2.382138412509494947e-14,-2.474275804116294110e-12
7.305639170973009707e+21,2.367596412144283013e-01,-2.486613745735502045e-12,2.387632558921943988e-14,-2.462737420146282479e-12
7.322488843112574616e+21,2.373057018994665923e-01,-2.475183091188548324e-12,2.393139376993035173e-14,-2.451251697418617960e-12
7.339377377211310932e+21,2.378530220148292185e-01,-2.463804981940840720e-12,2.398658895948586713e-14,-2.439818392981355017e-12
7.356304862900161348e+21,2.384016044652571276e-01,-2.452479176448158584e-12,2.404191145081827511e-14,-2.428437264997340397e-12
7.373271390016779583e+21,2.389514521621904641e-01,-2.441205434276641182e-12,2.409736153753542940e-14,-2.417108072739105851e-12
7.390277048606027416e+21,2.395025680237844179e-01,-2.429983516097666291e-12,2.415293951392238924e-14,-2.405830576583743899e-12
7.407321928920445485e+21,2.400549549749246558e-01,-2.418813183682775227e-12,2.420864567494294665e-14,-2.394604538007832461e-12
7.424406121420729352e+21,2.406086159472426433e-01,-2.407694199898618488e-12,2.426448031624119152e-14,-2.383429719582377262e-12
7.441529716776210792e+21,2.411635538791313538e-01,-2.396626328701920368e-12,2.432044373414307040e-14,-2.372305884967777260e-12
7.458692805865348530e+21,2.417197717157610060e-01,-2.385609335134460541e-12,2.437653622565801470e-14,-2.361232798908802589e-12
7.475895479776193806e+21,2.422772724090943297e-01,-2.374642985318100073e-12,2.443275808848043005e-14,-2.350210227229619769e-12
7.493137829806888452e+21,2.428360589179026086e-01,-2.363727046449803798e-12,2.448910962099135295e-14,-2.339237936828812461e-12
7.510419947466143039e+21,2.433961342077811396e-01,-2.352861286796702679e-12,2.454559112225999690e-14,-2.328315695674442619e-12
7.527741924473718178e+21,2.439575012511649432e-01,-2.342045475691180806e-12,2.460220289204532697e-14,-2.317443272799135469e-12
7.545103852760923636e+21,2.445201630273448890e-01,-2.331279383525965629e-12,2.465894523079770695e-14,-2.306620438295167724e-12
7.562505824471094395e+21,2.450841225224830444e-01,-2.320562781749263831e-12,2.471581843966042974e-14,-2.295846963309603449e-12
7.579947931960081383e+21,2.456493827296287735e-01,-2.309895442859908907e-12,2.477282282047133293e-14,-2.285122620039437612e-12
7.597430267796753744e+21,2.462159466487347514e-01,-2.299277140402522886e-12,2.482995867576445544e-14,-2.274447181726758608e-12
