mu,z_m,rho_m,axial_accel_mps2
-0.276,0.17239999700712055,0.09611576353543679,30.073488392994967
-0.274,0.17259999700712056,0.09617296917533534,29.985107873678064
-0.272,0.17279999700712056,0.0962297251372984,29.897198030539993
-0.27,0.17299999700712057,0.09628603221651623,29.809755314672703
-0.268,0.17319999700712058,0.09634189120003822,29.72277621150429
-0.266,0.17339999700712055,0.09639730286683337,29.63625724039515
-0.264,0.17359999700712056,0.09645226798784984,29.550194954239412
-0.262,0.17379999700712057,0.0965067873260736,29.464585939072286
-0.26,0.17399999700712057,0.0965608616365865,29.379426813682404
-0.258,0.17419999700712058,0.09661449166662318,29.294714229229765
-0.256,0.17439999700712056,0.0966676781556276,29.210444868868827
-0.254,0.17459999700712056,0.09672042183530839,29.126615447376736
-0.252,0.17479999700712057,0.09677272342969377,29.04322271078662
-0.25,0.17499999700712057,0.09682458365518543,28.960263436026015
-0.248,0.17519999700712058,0.09687600322061186,28.877734430559972
-0.246,0.17539999700712056,0.09692698282728086,28.795632532039246
-0.244,0.17559999700712056,0.0969775231690313,28.713954607953085
-0.242,0.17579999700712057,0.09702762493228412,28.632697555286796
-0.24,0.17599999700712057,0.09707728879609279,28.55185830018394
-0.238,0.17619999700712058,0.09712651543219288,28.471433797612917
-0.236,0.17639999700712056,0.09717530550505103,28.391421031038362
-0.23399999999999999,0.17659999700712056,0.0972236596719132,28.31181701209648
-0.23199999999999998,0.17679999700712057,0.09727157858285225,28.232618780275224
-0.22999999999999998,0.17699999700712057,0.09731906288081488,28.153823402598366
-0.22799999999999998,0.17719999700712058,0.09736611320166787,28.07542797331392
-0.2260000000000001,0.17739999700712056,0.09741273017424366,27.99742961358681
-0.2240000000000001,0.17759999700712056,0.09745891442038539,27.919825471195367
-0.2220000000000001,0.17779999700712057,0.09750466655499111,27.842612720232108
-0.22000000000000008,0.17799999700712055,0.09754998718605759,27.765788560808332
-0.21800000000000008,0.17819999700712055,0.09759487691472335,27.68935021876254
-0.21600000000000008,0.17839999700712056,0.09763933633531109,27.613294945372985
-0.21400000000000008,0.17859999700712056,0.0976833660353696,27.537620017073618
