N,direction,direction_x,direction_y,direction_z,standoff_factor,d,payload_radius,mu_h,fp_center,gr_center,fp_cancellation,C_FP_center_alpha1,tail_energy_fraction
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,2.0,-337.41815344891745,-386.1023578267841,1.0051745985920495,inf,8.006649669044583e-07
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,0.03,-608.7597309847762,-309.987113664327,1.0055328544401014,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,0.1,-606.2812597078325,-309.987113664327,1.0055321624157705,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,0.25,-593.5681758671603,-309.987113664327,1.0055281719918745,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,0.5,-556.65892033095,-309.987113664327,1.0055139557079633,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,1.0,-456.4670831075884,-309.987113664327,1.0054576726009024,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.25,2.4414530644127117,0.2441453064412712,2.0,-266.1224746951458,-309.987113664327,1.0052416622831506,inf,3.1718832534717375e-08
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.5,2.929743677295254,0.2929743677295254,0.03,-422.75942908723005,-215.27707834994078,1.005532589658051,inf,7.210404782200207e-11
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.5,2.929743677295254,0.2929743677295254,0.1,-421.0165228947343,-215.27707834994078,1.0055321084081277,inf,7.210404782200207e-11
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.5,2.929743677295254,0.2929743677295254,0.25,-412.06567557683184,-215.27707834994078,1.0055293331615098,inf,7.210404782200207e-11
