source,C_source,scenario,accel_m_s2,h_m,budget_J,alpha,region_ratio,qtime_floor,cutoff_safety,gamma_opt,E_source_J,E_background_canonical_J,E_total_no_cancel_J,budget_ratio,meets_budget_no_cancel,gamma_source_only_budget,gamma_best_cancellation,allowed_background_residual_fraction,required_interaction_cancellation_fraction,cancellation_digits,Q3,Qt,Q1,Q2,Z_min,x1,x2,x3,xnorm2,bare_cutoff_eV,effective_cutoff_eV,canonical_background_J,critical_control_digits
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,1.0,100.0,30683483259.680782,4.303796198289394e+17,1.4345996527840322e+17,5.738395851073426e+17,573839.5851073426,False,1.3205545860329042e+16,1.7607391328237768e+16,9.222273221968616e-24,1.0,23.035162015381026,3.259082391556983e-11,1.0,1.4999999999837046,1.4999999999837046,3.259082391556983e-11,-0.2499999999918523,-0.2499999999918523,0.4999999999837046,0.3749999999755569,3.4565178200220132,1.973269804e-05,1.4345996527840322e+17,10.48690466017117
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.001,1.0,16978415801697.994,777784335980767.4,259261380290853.78,1037045716271621.1,1037.0457162716211,False,1.3205545860329042e+16,1.7607391328241226e+16,8.645863853867776e-13,0.9999999999991354,12.063191607569369,5.889831016507736e-14,0.001,0.5009999999999706,0.5009999999999706,5.889831016507736e-14,-0.24999999999998526,-0.24999999999998526,0.0004999999999705508,0.12500024999998524,0.8130833217674515,1.973269804e-07,259261380290853.78,13.229897165255514
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.001,10.0,536904652387.8492,2.4595700189220224e+16,8198564822096385.0,3.279426501131661e+16,32794.26501131661,False,1.3205545860329042e+16,1.7607391328315116e+16,8.645863853867841e-19,1.0,18.063191607569365,1.862528096105009e-12,0.001,0.5009999999990687,0.5009999999990687,1.862528096105009e-12,-0.24999999999953437,-0.24999999999953437,0.0004999999990687359,0.12500024999953344,1.445889333029623,1.973269804e-06,8198564822096385.0,11.729897167228618
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.001,100.0,16978416916.795359,7.777842848979564e+17,2.5926143129732387e+17,1.0370457161952803e+18,1037045.7161952802,False,1.3205545860329042e+16,1.7607391328315116e+16,8.645863853867846e-25,1.0,24.063191607569365,5.889830630025819e-11,0.001,0.5009999999705508,0.5009999999705508,5.889830630025819e-11,-0.24999999998527542,-0.24999999998527542,0.0004999999705508468,0.12500024998524598,2.5711953086397097,1.973269804e-05,2.5926143129732387e+17,10.229897193753269
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.01,1.0,16977575476645.832,777822833330615.9,259274212790216.62,1037097046120832.5,1037.0970461208326,False,1.3205545860329042e+16,1.7607391328277234e+16,8.644152315132445e-13,0.9999999999991356,12.063277589192923,5.890122540616285e-14,0.01,0.5099999999999706,0.5099999999999706,5.890122540616285e-14,-0.24999999999998526,-0.24999999999998526,0.00499999999997055,0.12502499999998495,0.8130632002570832,1.9732698040000002e-07,259274212790216.62,13.229875669871666
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.01,10.0,536878078953.3527,2.4596917583361456e+16,8198970620309221.0,3.2795888203670676e+16,32795.88820367068,False,1.3205545860329042e+16,1.760739132839232e+16,8.644152315132479e-19,1.0,18.06327758919292,1.8626202842018974e-12,0.01,0.5099999999990688,0.5099999999990688,1.8626202842018974e-12,-0.24999999999953434,-0.24999999999953434,0.00499999999906869,0.12502499999952504,1.4458535513310133,1.973269804e-06,8198970620309221.0,11.729875671826182
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.01,100.0,16977576590.651585,7.778227822927597e+17,2.5927426375118093e+17,1.0370970460439406e+18,1037097.0460439406,False,1.3205545860329042e+16,1.760739132839232e+16,8.644152315132485e-25,1.0,24.06327758919292,5.890122154474828e-11,0.01,0.5099999999705493,0.5099999999705493,5.890122154474828e-11,-0.2499999999852747,-0.2499999999852747,0.00499999997054939,0.12502499998498018,2.5711316787564122,1.973269804e-05,2.5927426375118093e+17,10.229875698342907
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.1,1.0,16894577905400.71,781644024152127.9,260547957952024.97,1042191982104152.9,1042.1919821041529,False,1.3205545860329042e+16,1.7607391328316124e+16,8.476354064309283e-13,0.9999999999991523,12.071790910743191,5.919058798624308e-14,0.1,0.5999999999999703,0.5999999999999703,5.919058798624308e-14,-0.2499999999999852,-0.2499999999999852,0.04999999999997041,0.12749999999998224,0.8110733711544911,1.973269804e-07,260547957952024.97,13.227747345821145
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.1,10.0,534253457705.8946,2.471775459729203e+16,8239249628773733.0,3.2957004226065764e+16,32957.004226065765,False,1.3205545860329042e+16,1.760739132816431e+16,8.476354064309347e-19,1.0,18.07179091074319,1.8717707589500892e-12,0.1,0.5999999999990642,0.5999999999990642,1.8717707589500892e-12,-0.24999999999953207,-0.24999999999953207,0.04999999999906412,0.12749999999943848,1.442315068966349,1.973269804e-06,8239249628773733.0,11.727747341612515
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,2.0,0.1,100.0,16894578767.917702,7.816439842469454e+17,2.6054799777473357e+17,1.042191982021679e+18,1042191.9820216789,False,1.3205545860329042e+16,1.760739132816431e+16,8.47635406430935e-25,1.0,24.07179091074319,5.919058496789282e-11,0.1,0.5999999999704047,0.5999999999704047,5.919058496789282e-11,-0.24999999998520236,-0.24999999998520236,0.04999999997040471,0.12749999998224285,2.5648392677546954,1.973269804e-05,2.6054799777473357e+17,10.227747367967451
