epsilon,omega,chi_factor,chi,chi_critical,X_MATCH,centered_E_J,max_shift_m,source_leak,payload_overlap,promoted_E_J,promoted_backreaction,ceiling_alpha_m,ceiling_E_J,ceiling_backreaction,surface_min_mps2,a_cm_mps2,E_over_QmX,scalar_hessian,conservation_rel,DEC_pass,PASS83
0.00875,0.34,2.0,0.27079784262099815,0.13539892131049908,91.42857142857143,621588580446.4695,0.6187700922736379,9.999999999460308e-05,5.766416973319483e-34,152226286144.25684,0.006960281868371061,32.37259094309113,105953785933.95892,0.009999999999997611,9.80665,12.535121075458651,0.4806954645254897,0.0013456536948073222,9.150421532561479e-07,True,False
0.00875,0.34,2.5,0.3384973032762477,0.13539892131049908,91.42857142857143,575506674020.5637,0.6133466939113531,9.999999997806313e-05,1.0986608925271759e-33,142945832141.00198,0.006950867780113784,32.39450585489368,99359757893.0669,0.009999999999997738,9.80665,12.525923864067021,0.4913302762189645,0.0013727405509617987,8.56831704291371e-07,True,False
0.00875,0.34,3.125,0.4231216290953096,0.13539892131049908,91.42857142857143,562729995472.825,0.6074819909668413,0.00010000000000002142,1.9358412635604376e-33,141917408046.84827,0.006940726878041326,32.418162570602036,98500996849.29285,0.009999999999997863,9.80665,12.516063603344044,0.4998111157267023,0.0013904578290176734,8.349702081841529e-07,True,False
0.00875,0.34,4.0,0.5415956852419963,0.13539892131049908,91.42857142857143,570955086533.4021,0.6007151823721287,0.00010000000012127119,3.3072539670377516e-33,146536172272.02948,0.006929076634139191,32.4454043591295,101536036734.65173,0.009999999999998004,9.806650000000001,12.504795335186204,0.5071723893001115,0.0014041108860783935,8.322439452866741e-07,True,False
0.00875,0.34,5.0,0.6769946065524954,0.13539892131049908,91.42857142857143,591555790144.9835,0.5945615058607487,0.00010000000037618905,4.961576684412429e-33,154253093346.59207,0.006918528896767062,32.47012748108063,106720448373.43045,0.009999999999998125,9.80665,12.494647767115467,0.5123246723540502,0.0014131725006061436,8.027241149987086e-07,True,False
0.00875,0.37,2.0,0.30297736424700866,0.15148868212350433,91.42857142857143,682238561049.7008,0.6383891454771133,9.999999997527564e-05,9.816719196845372e-34,158703724543.39783,0.0069946291625745454,32.29300993475817,111007369990.07639,0.009999999999997152,9.806649999999998,12.569040130143286,0.520373317163073,0.0013347603799106994,1.0194762278735777e-06,True,False
0.00875,0.37,2.5,0.3787217053087608,0.15148868212350433,91.42857142857143,629383524280.7905,0.6328963339694346,9.999999996023551e-05,1.7408574525283834e-33,148539723883.38776,0.00698496663350982,32.315338195364,103754501507.65068,0.009999999999997284,9.80665,12.55943978572257,0.5317385121613025,0.0013595435025875098,1.0088863109469372e-06,True,False
0.00875,0.37,3.125,0.473402131635951,0.15148868212350433,91.42857142857143,612583747506.7313,0.627037863959232,0.00010000000000001704,2.8715495422098377e-33,146813898474.07724,0.006974700495887335,32.3391120994346,102398297049.05634,0.00999999999999742,9.80665,12.549289962282272,0.5407383792476715,0.001375687899253998,1.0030452011226653e-06,True,False
0.00875,0.37,4.0,0.6059547284940173,0.15148868212350433,91.42857142857143,617436735266.83,0.6203716485576928,9.999999971402314e-05,4.595663736949314e-33,150578948085.64734,0.006963068569148607,32.36611235169796,104849154059.0885,0.009999999999997575,9.80665,12.537851700851208,0.548469495157155,0.0013880889198058443,1.001437853327576e-06,True,False
0.00875,0.37,5.0,0.7574434106175216,0.15148868212350433,91.42857142857143,634904703075.7041,0.6143959803348343,9.999999999982945e-05,6.546231123315455e-33,157269369002.98572,0.0069526864402916074,32.390268755215786,109344460934.05261,0.009999999999997716,9.80665,12.527697338276015,0.5538044036110406,0.0013962946195324687,1.0040505566486996e-06,True,False
0.00875,0.4,2.0,0.3368150378552495,0.16840751892762476,91.42857142857143,743240750846.9098,0.6545355118285269,0.0001000000000000265,1.860498547987046e-33,165663080880.27893,0.007023241300550478,32.22716319920843,116349179161.51918,0.009999999999996716,9.806650000000001,12.597741679781432,0.5594602611784659,0.001325522227119362,1.2082225690052755e-06,True,False
0.00875,0.4,2.5,0.4210187973190619,0.16840751892762476,91.42857142857143,683178300509.4795,0.6489742697089521,9.99999999956446e-05,3.1001426379695726e-33,154539246603.1432,0.007013351305622865,32.24987803135319,108383802693.4467,0.00999999999999687,9.80665,12.587774065052384,0.57148183525747,0.001348403664255953,1.1968614329845193e-06,True,False
0.00875,0.4,3.125,0.5262734966488274,0.16840751892762476,91.42857142857143,661871544623.1399,0.6431191328666759,0.00010000000000128259,4.8302380838550865e-33,152056633926.07758,0.007002978646572914,32.27375310137256,106484936045.43922,0.009999999999997027,9.806650000000001,12.577373178868621,0.5809254701009454,0.0013632520269260973,1.1910794864817053e-06,True,False
0.00875,0.4,4.0,0.673630075710499,0.16840751892762476,91.42857142857143,662724311758.6849,0.6365465238697854,0.00010000000000000857,7.307553041499766e-33,154914205560.92172,0.006991383753618949,32.30050429264369,108306465996.37181,0.009999999999997193,9.80665,12.56581046318375,0.588943287565203,0.0013746201681461131,1.1914529615870532e-06,True,False
0.00875,0.4,5.0,0.8420375946381238,0.16840751892762476,91.42857142857143,676433508852.0997,0.6307394295198466,9.99999996234187e-05,9.95648088801211e-33,160550641454.63535,0.006981182209974658,32.32409590670409,112083328192.34193,0.00999999999999733,9.80665,12.555692243162143,0.5943890349497704,0.0013821160438312746,1.1966564877143085e-06,True,False
0.00875,0.43,2.0,0.37241007628122913,0.18620503814061456,91.42857142857143,804597862726.3212,0.667886611463639,9.999999994149633e-05,3.92191598732513e-33,173066375095.1282,0.00704713592676586,32.172480709030246,121962226964.84601,0.009999999999996345,9.80665,12.622031334530465,0.5979107701035791,0.0013175366427168812,1.4165013051529996e-06,True,False
0.00875,0.43,2.5,0.46551259535153644,0.18620503814061456,91.42857142857143,736873997728.1522,0.662255831354037,0.00010000000000002955,6.188735063938009e-33,160902071888.1498,0.007037032379322094,32.19556853746882,113227308977.73169,0.009999999999996508,9.80665,12.611724635587487,0.610506955772373,0.001338826841537693,1.4048833319105802e-06,True,False
0.00875,0.43,3.125,0.5818907441894206,0.18620503814061456,91.42857142857143,710571325710.559,0.6564006285166292,0.00010000000054781644,9.175773979249356e-33,157597894524.44257,0.007026566478989126,32.21953687492365,110737208282.50804,0.009999999999996675,9.80665,12.601104167239654,0.6203121331223128,0.0013525907135566004,1.4009688605127267e-06,True,False
0.00875,0.43,4.0,0.7448201525624583,0.18620503814061456,91.42857142857143,706823280292.3835,0.6499159758608162,0.00010000000000005072,1.3221029322436766e-32,159489360472.74225,0.007015023411906049,32.24603424963506,111882159766.65625,0.009999999999996848,9.80665,12.58945580283907,0.6285277783170624,0.0013630915888342193,1.4042487737503541e-06,True,False
0.00875,0.43,5.0,0.9310251907030729,0.18620503814061456,91.42857142857143,716225625937.8578,0.6442698300396411,9.999999999974518e-05,1.7334661841064192e-32,164044290853.7071,0.007005013926153522,32.269064253978804,114913254193.65414,0.009999999999996997,9.80665,12.579409730992438,0.6340103226832944,0.0013699865808991375,1.4126108475112857e-06,True,False
0.01,0.34,2.0,0.27265169192048994,0.13632584596024497,80.0,539085119728.78687,0.5699373130955648,0.0001000000000000255,1.646234486099117e-30,149717919584.31668,0.006876766466934169,32.568573376312415,102957516889.67229,0.009999999999998567,9.80665,12.454966159488464,0.48046326600278616,0.0017760057614358065,6.780821920880363e-07,True,False
0.01,0.34,2.5,0.34081461490061243,0.13632584596024497,80.0,499489446140.4825,0.563690081673385,0.00010000000000026174,2.9975144441736004e-30,140940291769.98416,0.006866283808378128,32.593424885412674,96773604332.8461,0.00999999999999866,9.80665,12.445127710015893,0.4909685321035471,0.0018170468797964474,6.436984096586578e-07,True,False
0.01,0.34,3.125,0.42601826862576553,0.13632584596024497,80.0,488623125761.2342,0.5569440007415939,0.00010000000025766913,5.0641932433224826e-30,140249612056.68405,0.006855014980874417,32.62020373729278,96141319171.05128,0.009999999999998767,9.80665,12.434604851616779,0.49933639387732753,0.001844009791696659,6.353329509161501e-07,True,False
0.01,0.34,4.0,0.5453033838409799,0.13632584596024497,80.0,495942163351.0895,0.5491714190452552,0.0001000000000000185,8.293729434838722e-30,145169615673.70837,0.006842096754124175,32.650983517769184,99326455619.86455,0.009999999999998876,9.80665,12.422609156996845,0.506590621389261,0.0018648438593642726,6.332670036934923e-07,True,False
0.01,0.34,5.0,0.6816292298012249,0.13632584596024497,80.0,513971845802.4217,0.5421123539577768,0.00010000000000000282,1.2025361869470112e-29,153140844657.54984,0.006830424774030782,32.67886896944306,104601701926.5036,0.009999999999998968,9.80665,12.411831899879749,0.5116612354167845,0.0018786941152496334,6.135352069786201e-07,True,False
0.01,0.37,2.0,0.30487183028832215,0.15243591514416108,80.0,592146267140.1945,0.5925082677424044,0.0001000000000000158,2.6124463581129793e-30,155225497428.01102,0.006915019453996199,32.47836589607188,107338733447.11296,0.009999999999998168,9.80665,12.49128282044293,0.5201480782514568,0.0017593544021608696,7.755172642001145e-07,True,False
0.01,0.37,2.5,0.3810897878604027,0.15243591514416108,80.0,546642710030.11896,0.5861947993294947,0.00010000000032509079,4.453660912180938e-30,145640546883.89725,0.00690425936128748,32.50366434996287,100554010920.63481,0.009999999999998286,9.80665,12.481000799560077,0.5313869569169036,0.0017968345017612799,7.676366744082467e-07,True,False
0.01,0.37,3.125,0.4763622348255034,0.15243591514416108,80.0,532275839025.17706,0.5794693296794178,9.99999999998735e-05,7.083757551783523e-30,144276386580.77344,0.006892848509190536,32.53055752282567,99447527615.48401,0.009999999999998403,9.80665,12.470154182391532,0.5402771395425012,0.0018213474883556108,7.631271442188024e-07,True,False
0.01,0.37,4.0,0.6097436605766443,0.15243591514416108,80.0,536672009986.4259,0.5718259782543771,0.00010000000000000323,1.0931847537392691e-29,148332884186.06473,0.006879944528733359,32.56105028551754,102052201498.73047,0.009999999999998534,9.80665,12.457958457044668,0.5479051137114234,0.0018402225223842343,7.618095907147203e-07,True,False
0.01,0.37,5.0,0.7621795757208054,0.15243591514416108,80.0,551993439153.6925,0.5649825428461428,0.00010000000017672142,1.5124789531170967e-29,155245343871.6951,0.006868448795492405,32.588287633285645,106629469512.14928,0.009999999999998644,9.80665,12.447155704898035,0.5531622112507313,0.0018527300748848474,7.637676778776619e-07,True,False
0.01,0.4,2.0,0.33875352839243056,0.16937676419621528,80.0,645517043848.5128,0.6110733970150182,0.00010000000026774902,4.545856484500951e-30,161285428614.79654,0.006946932095757025,32.40368087602135,112043892062.23062,0.009999999999997788,9.80665,12.52209133210353,0.5592426731079749,0.0017452687042479895,9.183605462522268e-07,True,False
0.01,0.4,2.5,0.4234419104905382,0.16937676419621528,80.0,593726254359.7927,0.6046918350928675,9.99999993076914e-05,7.316722087794409e-30,150820978963.56912,0.006935916584876694,32.429402169270766,104608172934.0976,0.009999999999997919,9.806650000000001,12.511403344080104,0.5711415285487281,0.001779817918747147,9.09823597627379e-07,True,False
0.01,0.4,3.125,0.5293023881131728,0.16937676419621528,80.0,575435983960.7528,0.5979802765197653,0.00010000000000133153,1.1042971765041714e-29,148732909546.05093,0.006924383348368497,32.45639810058844,102988368221.52728,0.009999999999998059,9.80665,12.500273765119628,0.5804792034116718,0.001802319576495611,9.058371963589501e-07,True,False
0.01,0.4,4.0,0.6775070567848611,0.16937676419621528,80.0,576359796614.681,0.5904542614260087,9.999999978808627e-05,1.618731942697154e-29,151887525619.56406,0.006911513657703314,32.48660201518768,104977270775.45677,0.009999999999998207,9.806650000000001,12.487926996382118,0.5883983076606257,0.001819585213360873,9.060267348437235e-07,True,False
0.01,0.4,5.0,0.8468838209810764,0.16937676419621528,80.0,588424176155.8805,0.5838113196640815,9.999999999902246e-05,2.1508217563431e-29,157733138002.63614,0.006900209340034745,32.51320183022311,108839167207.89607,0.00999999999999833,9.80665,12.477144327314084,0.5937705798702798,0.0018309844094271273,9.098446851465779e-07,True,False
0.01,0.43,2.0,0.37439603476509004,0.18719801738254502,80.0,699199431387.133,0.6264177797880525,0.00010000000000000564,8.672451918835106e-30,167844854341.40005,0.006973616277657474,32.341625952416365,117048560835.65349,0.00999999999999744,9.80665,12.548221028441574,0.5977014975037055,0.0017331197627496362,1.0766509384892946e-06,True,False
0.01,0.43,2.5,0.46799504345636256,0.18719801738254502,80.0,640724929764.6938,0.6199644276143733,9.999999986909429e-05,1.3271839778386633e-29,156424583658.35056,0.006962359717815424,32.367759938068716,108908422013.9211,0.00999999999999759,9.806649999999998,12.537156760080652,0.610178937389077,0.0017652223469615967,1.0679888570122169e-06,True,False
0.01,0.43,3.125,0.5849938043204532,0.18719801738254502,80.0,618083990483.9266,0.6132599464958577,9.999999999748796e-05,1.913344920247705e-29,153555936199.0145,0.006950717484825969,32.39485608602254,106732393063.75522,0.00999999999999774,9.806649999999998,12.525777373199125,0.6198823163244761,0.0017860460117579936,1.0647944262073294e-06,True,False
0.01,0.43,4.0,0.7487920695301801,0.18719801738254502,80.0,615009888257.476,0.605841984894857,0.00010000000002014679,2.6817290833351113e-29,155762828150.6004,0.0069378983551460546,32.42477020351857,108066666921.91753,0.009999999999997898,9.80665,12.51332199012853,0.628004198677981,0.0018019650187336396,1.0670859278645377e-06,True,False
0.01,0.43,5.0,0.9359900869127251,0.18719801738254502,80.0,623336301548.6338,0.5993893474860614,9.99999999999593e-05,3.4402424174529065e-29,160528724831.95413,0.0069268003094798735,32.450735118206886,111195042084.66077,0.009999999999998035,9.80665,12.50260102215033,0.6334180580634785,0.0018124297169434902,1.0730145999530589e-06,True,False
