success,trivial_branch,radius_m,factor,eta_critical,eta,message,edge_width_m,phi_center_gev,phi_near_payload_gev,alpha_x_center,M_m_required_gev,alpha_m_near_payload,payload_mass_shift_ratio_rho8000,compactness,E_gradient_J,E_potential_J,E_source_on_J,E_source_off_J,E_on_J,E_inventory_J,off_over_on,payload_center_m,a_cm_mps2,a_near_surface_mps2,a_center_sample_mps2,a_far_surface_mps2,a_adverse_surface_mps2
True,,1.25,1.25,23.092965170246035,28.866206462807543,,0.05,66.15665004894097,15.040146206080626,-2.3018317408357856e+16,1913707292.4511294,10.0,0.0026332029040057,1.5117246219345917e-33,14291076388.58358,2342834779.2945976,97714409797.335,116008723891.86267,114348320965.21318,116008723891.86267,1.1872222749180092,2.35,3.4951681226848685,4.149453781498782,3.489550272463536,2.949669763956252,2.949669763956252
True,,1.25,1.6,23.092965170246035,36.94874427239366,,0.05,98.94261233247455,23.337245989788258,-3.4425752425435264e+16,2383824531.821384,10.0,0.00169701929198721,1.8336751012679383e-33,33565542808.833275,5601069899.126347,99534355698.16202,148491166581.58426,138700968406.12164,148491166581.58426,1.491858419537911,2.35,5.423324822586241,6.438556001732465,5.414607809416769,4.576894926876265,4.576894926876265
True,,1.25,1.875,23.092965170246035,43.29930969421132,,0.05,114.53602339723865,27.574220090189755,-3.98512702698577e+16,2591200994.126315,10.0,0.0014362602654575858,2.0434714747278096e-33,46223093121.398674,7788190607.7290325,100558886449.35553,174013085837.794,154570170178.48325,174013085837.794,1.730459554416727,2.35,6.407952007019962,7.607502630450443,6.397652383843814,5.407849242304884,5.407849242304884
True,,1.25,3.125,23.092965170246035,72.16551615701886,,0.05,152.55389617157704,38.762782182935005,-5.307907823871503e+16,3072252831.644016,10.0,0.001021695410809729,2.7322267029419083e-33,88152353153.54462,15224778291.14122,103291154197.1189,290021809729.6566,206668285641.80475,290021809729.6566,2.8078087807614622,2.35,9.008053430863388,10.694335740257968,8.993574615200155,7.602147280031077,7.602147280031077
True,,1.25,5.0,23.092965170246035,115.46482585123017,,0.05,179.09591491379976,47.28468005583268,-6.23140170032247e+16,3393201967.698837,10.0,0.0008375600008239158,3.380356489743492e-33,127963786749.18379,22475633226.15336,105254033222.08961,464034895567.4507,255693453197.42676,464034895567.4507,4.408713674546999,2.35,10.988450787511814,13.045457921500148,10.970788841498942,9.273459788751683,9.273459788751683
True,,1.25,7.5,23.092965170246035,173.19723877684527,,0.05,198.44889413356745,53.835978033398625,-6.9047626068200296e+16,3620643679.11737,10.0,0.000735637358384249,3.948406955658203e-33,163042015742.0367,28968102903.333733,106651224376.94312,696052343351.176,298661343022.3136,696052343351.176,6.526435560562166,2.35,12.510901935236747,14.852907649332312,12.490792924528574,10.558298732091302,10.558298732091302
True,,1.25,9.0,23.092965170246035,207.83668653221432,,0.05,206.39645952783238,56.601649148370406,-7.181287465218297e+16,3712479167.298881,10.0,0.0006996926284375238,4.2061543036027925e-33,179001496787.71988,31946637339.19796,107209469023.10547,835262812021.4114,318157603150.0233,835262812021.4114,7.790942531777655,2.35,13.153614139388825,15.61593377349073,13.132472085126926,11.100701468946433,11.100701468946433
True,,1.25,10.0,23.092965170246035,230.92965170246035,,0.05,210.81323833013204,58.15641039717183,-7.33496334862326e+16,3763121833.227213,10.0,0.0006809869521872651,4.3557005148606665e-33,188271664164.28104,33682775464.793755,107514984414.73222,928069791134.9014,329469424043.807,928069791134.9014,8.632004145161117,2.35,13.514923921935994,16.044879732843075,13.49320112758645,11.405620861545575,11.405620861545575
True,,1.25,12.0,23.092965170246035,277.11558204295244,,0.05,218.1849326140379,60.77840369537707,-7.591451545560067e+16,3847017195.1557894,10.0,0.0006516090298293597,4.6154604847271695e-33,204390154638.18848,36711031830.89373,108016734382.42853,1113683749361.8818,349117920851.51074,1113683749361.8818,10.310289009654126,2.35,14.124246947670631,16.768266318134618,14.101544776829074,11.919845540417723,11.919845540417723
True,,1.25,15.0,23.092965170246035,346.39447755369054,,0.05,226.79028117411494,63.88001822939227,-7.890863085320429e+16,3943955430.637752,10.0,0.0006199709668883512,4.934967385722635e-33,224241475872.21747,40455594873.994316,108588662903.6876,1392104686702.352,373285733649.8994,1392104686702.352,12.819981842276437,2.35,14.845028787129289,17.623976494124644,14.821168089923857,12.528133417747878,12.528133417747878
False,True,1.5,0.625,16.96252031229654,10.601575195185337,TRIVIAL_PHI_ZERO_BRANCH,,,,,,,,,,,,,,,,,,,,,
True,,1.5,1.05,16.96252031229654,17.810646327911368,,0.05,22.404087585018562,5.21289197882144,-7795201221571862.0,1126649544.819959,10.0,0.007597271692454228,1.3762377327391943e-33,1899076082.006768,374672025.0081093,122646204935.47066,124943638346.77853,124919953042.48553,124943638346.77853,1.0187322013960127,2.6,1.1529689111204655,1.3526803465539243,1.1513259071519704,0.9840234375653893,0.9840234375653893
True,,1.5,1.25,16.96252031229654,21.203150390370674,,0.05,67.77264093147235,16.30448713795167,-2.358057972115033e+16,1992521673.1798005,10.0,0.002429009654301658,1.61383559375693e-33,18151346341.0101,3638571564.5906982,124696595139.75252,148742426603.30777,146486513045.35333,148742426603.30777,1.1928347076085446,2.6,3.606168487318598,4.230810728814438,3.60102962444157,3.077753681912128,3.077753681912128
True,,1.5,1.6,16.96252031229654,27.140032499674465,,0.05,100.25905322203916,25.100807190337036,-3.4883790343360708e+16,2472255357.1277924,10.0,0.0015777881709624036,1.956447773496533e-33,41852787558.46796,8546721525.9418335,127185626231.43576,190390306052.23395,177585135315.84555,190390306052.23395,1.496948292771595,2.6,5.5517072772781,6.513345894553662,5.543795982358949,4.738211088480249,4.738211088480249
True,,1.5,1.875,16.96252031229654,31.804725585556014,,0.05,115.76011672597319,29.62879555846698,-4.027717709490734e+16,2686002926.0011444,10.0,0.0013366644144670375,2.1799249013165635e-33,57440260359.6516,11848132151.006985,128581575613.67538,223113639904.9617,197869968124.33398,223113639904.9617,1.735191366571124,2.6,6.553191643265142,7.6883023102779955,6.543853212911693,5.592947134683665,5.592947134683665
True,,1.5,3.125,16.96252031229654,53.00787597592669,,0.05,153.57815132297367,41.65018932318824,-5.3435454055273944e+16,3184622599.335177,10.0,0.00095086618596648,2.9144667680964992e-33,109162199600.11674,23095829099.393875,132285693038.05766,371856066508.2695,264543721737.5683,371856066508.2695,2.811007433746362,2.6,9.212040768735541,10.807703815198634,9.198913424715254,7.862192932361325,7.862192932361325
True,,1.5,5.0,16.96252031229654,84.8126015614827,,0.05,179.97947906275206,50.845298385925865,-6.2621441276010344e+16,3518640384.7186413,10.0,0.0007789069574520241,3.6065431135530616e-33,158354024067.1392,34079357430.974983,134929533842.12827,594969706413.2311,327362915340.24243,594969706413.2311,4.40948463595349,2.6,11.245782293933129,13.193719747260426,11.229756827192814,9.59792865553843,9.59792865553843
True,,1.5,7.5,16.96252031229654,127.21890234222406,,0.05,199.22694252914968,57.92782955328525,-6.931833755246267e+16,3755719171.6400948,10.0,0.0006836740988213976,4.213574141747884e-33,201740421332.92325,43919900330.285774,136802294646.93791,892454559619.8468,382462616310.1469,892454559619.8468,6.523681213996529,2.6,12.812271352440959,15.031548106809256,12.794013607176142,10.9348787965127,10.9348787965127
True,,1.5,9.0,16.96252031229654,152.66268281066885,,0.05,207.1306567649923,60.92029271778638,-7.206832871511971e+16,3851505066.4358454,10.0,0.0006500913718518467,4.4891173445129956e-33,221489837667.31314,48435252436.765015,137548353283.22226,1070945471543.8162,407473443387.3004,1070945471543.8162,7.785956327217237,2.6,13.474133714131984,15.808054914710231,13.454932801643515,11.499757927306804,11.499757927306804
True,,1.5,10.0,16.96252031229654,169.6252031229654,,0.05,211.52298110832461,62.60308094078776,-7.359657894877704e+16,3904337358.5131984,10.0,0.0006326167350130975,4.649015126323463e-33,232963823942.88788,51067296086.17153,137956111870.35016,1189939412826.4622,421987231899.40955,1189939412826.4622,8.62549253305106,2.6,13.846326829393691,16.2447174363804,13.826595534204067,11.817413282265214,11.817413282265214
True,,1.5,12.0,16.96252031229654,203.55024374755848,,0.05,218.85377472660625,65.44174083867793,-7.61472300811415e+16,3991874734.284391,10.0,0.0006051757816796168,4.9267969383702487e-33,252917984425.07016,55658340944.37003,138624930307.58725,1427927295391.7546,447201255677.02747,1427927295391.7546,10.300652936116217,2.6,14.474171531491605,16.98131421798011,14.453545544929822,12.353259388831274,12.353259388831274
True,,1.5,15.0,16.96252031229654,254.4378046844481,,0.05,227.41132216856744,68.80072004601692,-7.912471372202147e+16,4093039864.3557234,10.0,0.000575629973640292,5.26853507135873e-33,277499164295.59937,61335385339.60535,139385991816.5122,1784909119239.6936,478220541451.7169,1784909119239.6936,12.805512921193321,2.6,15.217098608226735,17.85292736030307,15.195413935586261,12.987324755952816,12.987324755952816
False,True,2.0,0.625,10.64590214081472,6.6536888380092,TRIVIAL_PHI_ZERO_BRANCH,,,,,,,,,,,,,,,,,,,,,
True,,2.0,1.05,10.64590214081472,11.178197247855456,,0.05,26.887615532877234,6.626794314720153,-9355184523880960.0,1270285170.988923,10.0,0.005976306911857769,1.5547640878235554e-33,3675291153.26944,999060744.7637303,183491836954.13422,188234535868.43573,188166188852.1674,188234535868.43573,1.0258469204572136,3.1,1.3503887323929682,1.5565078635118659,1.348803016865512,1.1721851177035705,1.1721851177035705
True,,2.0,1.25,10.64590214081472,13.3073776760184,,0.05,70.03321270712611,17.951463285634297,-2.4367115294186136e+16,2090737025.5610702,10.0,0.0022061575725815523,1.8217025617309352e-33,26211437563.697807,7251705634.894216,187009422991.8109,224088733176.70914,220472566190.40292,224088733176.70914,1.1982750900553387,3.1,3.6580965998958006,4.216457073907884,3.653801021563249,3.175357058793997,3.175357058793997
True,,2.0,1.6,10.64590214081472,17.033443425303552,,0.05,102.18791289025873,27.436508197695087,-3.5554911145977116e+16,2584722373.1261263,10.0,0.001443469277546364,2.2075988378735672e-33,59217612762.98977,16716396624.459276,191241868348.85522,286833578466.18774,267175877736.30426,286833578466.18774,1.499847187975377,3.1,5.590931265827186,6.444313604567279,5.584366025531194,4.853125819772532,4.853125819772532
True,,2.0,1.875,10.64590214081472,19.9610665140276,,0.05,117.56401076545508,32.37902672793187,-4.090481778622291e+16,2807898325.8393474,10.0,0.0012231299291141917,2.4597935147563048e-33,80991066624.78499,23109101501.560444,193597710709.33975,336133099765.0637,297697878835.6852,336133099765.0637,1.7362452197057288,3.1,6.598103212910186,7.605217141406803,6.590355284876209,5.727386644836687,5.727386644836687
True,,2.0,3.125,10.64590214081472,33.268444190046,,0.05,155.0511487032855,45.61891465049959,-5.3947963700436056e+16,3332897495.7830086,10.0,0.0008681433341836006,3.290643546688929e-33,153492416242.46985,44973179293.86981,199786370727.049,560221832941.773,398251966263.3887,560221832941.773,2.8041043585858816,3.1,9.296088787785562,10.715014833137737,9.285172707117978,8.06933342118725,8.06933342118725
True,,2.0,5.0,10.64590214081472,53.2295107040736,,0.05,181.18588198405428,55.81959266242744,-6.304119296150774e+16,3686742574.8621345,10.0,0.0007094956229083949,4.075311892698168e-33,222685126629.10712,66384623163.800575,204147139662.2547,896354932706.8365,493216889455.1624,896354932706.8365,4.390729814729635,3.1,11.374753070375089,13.110959959041162,11.36139608498858,9.873687440370778,9.873687440370778
True,,2.0,7.5,10.64590214081472,79.8442660561104,,0.05,200.22471879072188,63.70269490687876,-6.966550039511573e+16,3938477651.304496,10.0,0.0006216967229473572,4.7645310227356726e-33,283835658758.4741,85587467400.35141,207206892013.95972,1344532399060.255,576630018172.7853,1344532399060.255,6.488840144224897,3.1,12.981148552359855,14.962550645219675,12.965905231433135,11.268095459306206,11.268095459306206
True,,2.0,9.0,10.64590214081472,95.81311926733247,,0.05,208.04046224196665,67.03816981054295,-7.238488330537429e+16,4040271568.7026796,10.0,0.0005907642881428039,5.077605665216046e-33,311699922535.3572,94401198838.7794,208418929610.15533,1613438878872.306,614520050984.292,1613438878872.306,7.741326000907022,3.1,13.660841857021866,15.745990219399214,13.644800395381104,11.858093255656096,11.858093255656096
True,,2.0,10.0,10.64590214081472,106.4590214081472,,0.05,212.38349716707094,68.91484121097128,-7.38959839482829e+16,4096433062.4180236,10.0,0.0005746767455399271,5.259336747625053e-33,327895374247.1799,99539094416.78325,209079687690.19943,1792709865413.673,636514156354.1626,1792709865413.673,8.574289952403186,3.1,14.043264457330027,16.186784614587545,14.026773929845618,12.19004958052883,12.19004958052883
True,,2.0,12.0,10.64590214081472,127.75082568977663,,0.05,219.63155480104476,72.08196291045198,-7.641784820666747e+16,4189505695.0307465,10.0,0.0005494267229614972,5.5751321723339585e-33,356071383778.9208,108501202266.23454,210160887303.65723,2151251838496.4082,674733473348.8125,2151251838496.4082,10.236214102903496,3.1,14.688651239230849,16.930681225199177,14.671402856014444,12.750268103358307,12.750268103358307
True,,2.0,15.0,10.64590214081472,159.6885321122208,,0.05,228.0920321307175,75.83156651748106,-7.936155760635072e+16,4297090462.976854,10.0,0.0005222595086096786,5.963765576184011e-33,390797838877.6874,119582965031.35379,211387243389.49384,2689064798120.51,721768047298.5349,2689064798120.51,12.721036307596597,3.1,15.452734477882874,17.81139175011,15.43458885772518,13.413519343205,13.413519343205
