mode,beta,f,reset_duty,A,C
UNRESTRICTED_CONVERSION,0.478836820083682,0.9429149525240064,0.3532219991355483,0.13111355609645722,9.822156667302615
HEADON_KINETIC_LIMITED,0.478836820083682,0.12209607602417705,0.045911181628677175,-0.19095909044052892,inf
UNRESTRICTED_CONVERSION,0.48280753138075316,0.9429149525240064,0.35417141604275953,0.13068757499248587,9.889936685128395
HEADON_KINETIC_LIMITED,0.48280753138075316,0.12427350865580011,0.04667762190023237,-0.19088740955200598,inf
UNRESTRICTED_CONVERSION,0.48677824267782427,0.9429149525240064,0.35512058715101125,0.1302595823798445,9.958610106294778
HEADON_KINETIC_LIMITED,0.48677824267782427,0.12647441797306858,0.04769947458299268,-0.19084284761935022,inf
UNRESTRICTED_CONVERSION,0.49074895397489543,0.9429149525240064,0.35606951346559806,0.12982958284798785,10.028188603779054
HEADON_KINETIC_LIMITED,0.49074895397489543,0.1286989818825265,0.04872124840342229,-0.19079142104891614,inf
UNRESTRICTED_CONVERSION,0.49471966527196654,0.9429149525240064,0.3570181960018125,0.12939758099318432,10.09868407924298
HEADON_KINETIC_LIMITED,0.49471966527196654,0.13094738203420997,0.04974294171171901,-0.1907329731158683,inf
UNRESTRICTED_CONVERSION,0.49869037656903764,0.9429149525240064,0.3579666357849118,0.1289635814186242,10.170108668343634
HEADON_KINETIC_LIMITED,0.49869037656903764,0.13321980391945298,0.05076455286072219,-0.19066734430379628,inf
UNRESTRICTED_CONVERSION,0.5026610878661089,0.9429149525240064,0.3589148338500834,0.12852758873452894,10.24247474619599
HEADON_KINETIC_LIMITED,0.5026610878661089,0.13551643697218863,0.05178608020596739,-0.19059437223979797,inf
UNRESTRICTED_CONVERSION,0.5066317991631799,0.9429149525240064,0.3600997431087711,0.12805310478938614,10.318735549534335
HEADON_KINETIC_LIMITED,0.5066317991631799,0.13783747467389917,0.05280752210574094,-0.19051389162730376,inf
UNRESTRICTED_CONVERSION,0.5106025104602511,0.9429149525240064,0.36092895508077505,0.12763140346385823,10.39156688509331
HEADON_KINETIC_LIMITED,0.5106025104602511,0.1401831146623782,0.053828876921134555,-0.19042573417654451,inf
UNRESTRICTED_CONVERSION,0.5145732217573222,0.9429149525240064,0.3619948208952447,0.12717124507754304,10.468349227332913
